Route,Date of Journey,Departure Time,Departure Station,Arrival Destination,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Delay in Minutes,Trip ID,Day Type
Oxford to Bristol Temple Meads,4/8/2024,6:00:00,Oxford,Bristol Temple Meads,7:15:00,7:15:00,On Time,No delay,0,15952,Weekday
London Kings Cross to York,4/8/2024,6:15:00,London Kings Cross,York,8:05:00,8:05:00,On Time,No delay,0,15953,Weekday
London Paddington to Reading,4/8/2024,6:15:00,London Paddington,Reading,7:15:00,7:15:00,On Time,No delay,0,15954,Weekday
London Kings Cross to Edinburgh Waverley,4/7/2024,16:00:00,London Kings Cross,Edinburgh Waverley,20:20:00,20:20:00,On Time,No delay,0,15955,Weekend
Manchester Piccadilly to Liverpool Lime Street,4/8/2024,6:15:00,Manchester Piccadilly,Liverpool Lime Street,6:45:00,6:45:00,On Time,No delay,0,15956,Weekday
Manchester Piccadilly to Liverpool Lime Street,4/8/2024,7:15:00,Manchester Piccadilly,Liverpool Lime Street,7:45:00,7:45:00,On Time,No delay,0,15957,Weekday
Birmingham New Street to London St Pancras,4/8/2024,6:30:00,Birmingham New Street,London St Pancras,7:50:00,7:50:00,On Time,No delay,0,15958,Weekday
Birmingham New Street to London Paddington,4/8/2024,6:30:00,Birmingham New Street,London Paddington,8:00:00,,Cancelled,Staff Shortage,,15959,Weekday
Manchester Piccadilly to Liverpool Lime Street,4/8/2024,6:30:00,Manchester Piccadilly,Liverpool Lime Street,7:00:00,7:00:00,On Time,No delay,0,15960,Weekday
London Euston to Birmingham New Street,4/8/2024,6:30:00,London Euston,Birmingham New Street,7:50:00,7:50:00,On Time,No delay,0,15961,Weekday
London St Pancras to Birmingham New Street,4/8/2024,6:30:00,London St Pancras,Birmingham New Street,7:50:00,7:50:00,On Time,No delay,0,15962,Weekday
London Paddington to Oxford,4/8/2024,7:45:00,London Paddington,Oxford,9:15:00,9:15:00,On Time,No delay,0,15963,Weekday
London Paddington to Reading,4/8/2024,7:45:00,London Paddington,Reading,8:45:00,8:45:00,On Time,No delay,0,15964,Weekday
Liverpool Lime Street to Manchester Piccadilly,4/8/2024,6:45:00,Liverpool Lime Street,Manchester Piccadilly,7:15:00,7:15:00,On Time,No delay,0,15965,Weekday
Manchester Piccadilly to Liverpool Lime Street,4/8/2024,7:00:00,Manchester Piccadilly,Liverpool Lime Street,7:30:00,7:30:00,On Time,No delay,0,15966,Weekday
London Kings Cross to York,4/8/2024,7:30:00,London Kings Cross,York,9:20:00,9:20:00,On Time,No delay,0,15967,Weekday
London St Pancras to Birmingham New Street,4/8/2024,7:30:00,London St Pancras,Birmingham New Street,8:50:00,8:50:00,On Time,No delay,0,15968,Weekday
York to Peterborough,4/8/2024,7:30:00,York,Peterborough,8:40:00,8:40:00,On Time,No delay,0,15969,Weekday
Liverpool Lime Street to Manchester Piccadilly,4/8/2024,7:30:00,Liverpool Lime Street,Manchester Piccadilly,8:00:00,8:00:00,On Time,No delay,0,15970,Weekday
Manchester Piccadilly to Liverpool Lime Street,4/7/2024,10:30:00,Manchester Piccadilly,Liverpool Lime Street,11:00:00,11:00:00,On Time,No delay,0,15971,Weekend
Liverpool Lime Street to London Euston,4/8/2024,8:00:00,Liverpool Lime Street,London Euston,10:15:00,10:58:00,Delayed,Weather Conditions,43,15972,Weekday
London St Pancras to Birmingham New Street,4/7/2024,11:00:00,London St Pancras,Birmingham New Street,12:20:00,12:20:00,On Time,No delay,0,15973,Weekend
Birmingham New Street to Liverpool Lime Street,4/7/2024,11:00:00,Birmingham New Street,Liverpool Lime Street,12:30:00,12:30:00,On Time,No delay,0,15974,Weekend
London Euston to Manchester Piccadilly,4/8/2024,8:00:00,London Euston,Manchester Piccadilly,9:50:00,9:50:00,On Time,No delay,0,15975,Weekday
London St Pancras to Birmingham New Street,4/8/2024,8:00:00,London St Pancras,Birmingham New Street,9:20:00,9:20:00,On Time,No delay,0,15976,Weekday
London Euston to Birmingham New Street,4/8/2024,8:15:00,London Euston,Birmingham New Street,9:35:00,9:35:00,On Time,No delay,0,15977,Weekday
London Paddington to Reading,4/8/2024,8:45:00,London Paddington,Reading,9:45:00,9:45:00,On Time,No delay,0,15978,Weekday
London Euston to Birmingham New Street,4/7/2024,11:45:00,London Euston,Birmingham New Street,13:05:00,13:05:00,On Time,No delay,0,15979,Weekend
Manchester Piccadilly to Liverpool Lime Street,4/8/2024,9:00:00,Manchester Piccadilly,Liverpool Lime Street,9:30:00,11:11:00,Delayed,Signal Failure,101,15980,Weekday
London Kings Cross to York,4/8/2024,9:00:00,London Kings Cross,York,10:50:00,10:50:00,On Time,No delay,0,15981,Weekday
Manchester Piccadilly to Liverpool Lime Street,4/8/2024,9:15:00,Manchester Piccadilly,Liverpool Lime Street,9:45:00,9:45:00,On Time,No delay,0,15982,Weekday
London St Pancras to Birmingham New Street,4/8/2024,9:15:00,London St Pancras,Birmingham New Street,10:35:00,10:35:00,On Time,No delay,0,15983,Weekday
Manchester Piccadilly to Liverpool Lime Street,4/8/2024,9:30:00,Manchester Piccadilly,Liverpool Lime Street,10:00:00,10:00:00,On Time,No delay,0,15984,Weekday
Manchester Piccadilly to Liverpool Lime Street,4/8/2024,10:00:00,Manchester Piccadilly,Liverpool Lime Street,10:30:00,10:30:00,On Time,No delay,0,15985,Weekday
Liverpool Lime Street to Birmingham New Street,4/8/2024,10:00:00,Liverpool Lime Street,Birmingham New Street,11:30:00,11:30:00,On Time,No delay,0,15986,Weekday
Liverpool Lime Street to Manchester Piccadilly,4/8/2024,11:15:00,Liverpool Lime Street,Manchester Piccadilly,11:45:00,12:09:00,Delayed,Technical Issue,24,15987,Weekday
Manchester Piccadilly to Liverpool Lime Street,4/7/2024,13:15:00,Manchester Piccadilly,Liverpool Lime Street,13:45:00,13:45:00,On Time,No delay,0,15988,Weekend
Manchester Piccadilly to Sheffield,4/7/2024,13:30:00,Manchester Piccadilly,Sheffield,14:15:00,14:15:00,On Time,No delay,0,15989,Weekend
Liverpool Lime Street to Manchester Piccadilly,4/7/2024,13:45:00,Liverpool Lime Street,Manchester Piccadilly,14:15:00,14:15:00,On Time,No delay,0,15990,Weekend
London St Pancras to Birmingham New Street,4/7/2024,14:45:00,London St Pancras,Birmingham New Street,16:05:00,16:05:00,On Time,No delay,0,15991,Weekend
London Kings Cross to York,4/8/2024,11:45:00,London Kings Cross,York,13:35:00,13:35:00,On Time,No delay,0,15992,Weekday
Liverpool Lime Street to Manchester Piccadilly,4/8/2024,12:00:00,Liverpool Lime Street,Manchester Piccadilly,12:30:00,12:30:00,On Time,No delay,0,15993,Weekday
London St Pancras to Birmingham New Street,4/7/2024,15:15:00,London St Pancras,Birmingham New Street,16:35:00,,Cancelled,Staff Shortage,,15994,Weekend
London St Pancras to Birmingham New Street,4/8/2024,12:15:00,London St Pancras,Birmingham New Street,13:35:00,13:35:00,On Time,No delay,0,15995,Weekday
London Euston to Birmingham New Street,4/8/2024,12:30:00,London Euston,Birmingham New Street,13:50:00,13:50:00,On Time,No delay,0,15996,Weekday
London Kings Cross to York,4/8/2024,13:00:00,London Kings Cross,York,14:50:00,14:50:00,On Time,No delay,0,15997,Weekday
Manchester Piccadilly to Liverpool Lime Street,4/8/2024,13:00:00,Manchester Piccadilly,Liverpool Lime Street,13:30:00,13:30:00,On Time,No delay,0,15998,Weekday
Birmingham New Street to London St Pancras,4/8/2024,13:15:00,Birmingham New Street,London St Pancras,14:35:00,14:35:00,On Time,No delay,0,15999,Weekday
London Kings Cross to York,4/8/2024,13:15:00,London Kings Cross,York,15:05:00,15:05:00,On Time,No delay,0,16000,Weekday
London Paddington to Reading,4/7/2024,17:45:00,London Paddington,Reading,18:45:00,18:45:00,On Time,No delay,0,16001,Weekend
Liverpool Lime Street to Manchester Piccadilly,4/8/2024,13:45:00,Liverpool Lime Street,Manchester Piccadilly,14:15:00,,Cancelled,Signal Failure,,16002,Weekday
Reading to Swindon,4/7/2024,17:45:00,Reading,Swindon,18:30:00,18:30:00,On Time,No delay,0,16003,Weekend
London Euston to Birmingham New Street,4/7/2024,17:00:00,London Euston,Birmingham New Street,18:20:00,18:20:00,On Time,No delay,0,16004,Weekend
London Kings Cross to York,4/7/2024,17:00:00,London Kings Cross,York,18:50:00,18:50:00,On Time,No delay,0,16005,Weekend
London Kings Cross to York,4/7/2024,17:15:00,London Kings Cross,York,19:05:00,19:05:00,On Time,No delay,0,16006,Weekend
London Euston to Birmingham New Street,4/8/2024,14:15:00,London Euston,Birmingham New Street,15:35:00,15:35:00,On Time,No delay,0,16007,Weekday
Manchester Piccadilly to Liverpool Lime Street,4/8/2024,14:15:00,Manchester Piccadilly,Liverpool Lime Street,14:45:00,14:45:00,On Time,No delay,0,16008,Weekday
Birmingham New Street to London St Pancras,4/7/2024,17:15:00,Birmingham New Street,London St Pancras,18:35:00,18:35:00,On Time,No delay,0,16009,Weekend
Liverpool Lime Street to Manchester Piccadilly,4/8/2024,14:45:00,Liverpool Lime Street,Manchester Piccadilly,15:15:00,15:15:00,On Time,No delay,0,16010,Weekday
London Euston to Birmingham New Street,4/8/2024,14:45:00,London Euston,Birmingham New Street,16:05:00,16:05:00,On Time,No delay,0,16011,Weekday
London Paddington to Reading,4/8/2024,15:00:00,London Paddington,Reading,16:00:00,16:00:00,On Time,No delay,0,16012,Weekday
Manchester Piccadilly to Liverpool Lime Street,4/7/2024,18:00:00,Manchester Piccadilly,Liverpool Lime Street,18:30:00,18:30:00,On Time,No delay,0,16013,Weekend
Liverpool Lime Street to Manchester Piccadilly,4/7/2024,18:30:00,Liverpool Lime Street,Manchester Piccadilly,19:00:00,19:00:00,On Time,No delay,0,16014,Weekend
London Euston to Manchester Piccadilly,4/7/2024,18:45:00,London Euston,Manchester Piccadilly,20:35:00,20:35:00,On Time,No delay,0,16015,Weekend
London Kings Cross to York,4/8/2024,15:45:00,London Kings Cross,York,17:35:00,17:35:00,On Time,No delay,0,16016,Weekday
Birmingham New Street to Liverpool Lime Street,4/8/2024,15:45:00,Birmingham New Street,Liverpool Lime Street,17:15:00,17:15:00,On Time,No delay,0,16017,Weekday
Liverpool Lime Street to Crewe,4/7/2024,18:45:00,Liverpool Lime Street,Crewe,19:20:00,,Cancelled,Weather Conditions,,16018,Weekend
Reading to Didcot,4/7/2024,18:45:00,Reading,Didcot,19:00:00,19:00:00,On Time,No delay,0,16019,Weekend
London Paddington to Reading,4/7/2024,18:45:00,London Paddington,Reading,19:45:00,19:45:00,On Time,No delay,0,16020,Weekend
Manchester Piccadilly to Liverpool Lime Street,4/8/2024,16:00:00,Manchester Piccadilly,Liverpool Lime Street,16:30:00,16:30:00,On Time,No delay,0,16021,Weekday
London Kings Cross to York,4/8/2024,16:00:00,London Kings Cross,York,17:50:00,17:50:00,On Time,No delay,0,16022,Weekday
London Euston to Birmingham New Street,4/8/2024,16:00:00,London Euston,Birmingham New Street,17:20:00,18:51:00,Delayed,Weather Conditions,91,16023,Weekday
Liverpool Lime Street to Leeds,4/7/2024,19:00:00,Liverpool Lime Street,Leeds,20:30:00,20:30:00,On Time,No delay,0,16024,Weekend
London Euston to Birmingham New Street,4/8/2024,16:15:00,London Euston,Birmingham New Street,17:35:00,17:35:00,On Time,No delay,0,16025,Weekday
Manchester Piccadilly to Liverpool Lime Street,4/8/2024,16:15:00,Manchester Piccadilly,Liverpool Lime Street,16:45:00,16:45:00,On Time,No delay,0,16026,Weekday
London Kings Cross to York,4/8/2024,17:00:00,London Kings Cross,York,18:50:00,18:50:00,On Time,No delay,0,16027,Weekday
London St Pancras to Birmingham New Street,4/8/2024,17:00:00,London St Pancras,Birmingham New Street,18:20:00,18:20:00,On Time,No delay,0,16028,Weekday
Manchester Piccadilly to Liverpool Lime Street,4/7/2024,20:00:00,Manchester Piccadilly,Liverpool Lime Street,20:30:00,20:30:00,On Time,No delay,0,16029,Weekend
London Kings Cross to Liverpool Lime Street,4/7/2024,20:15:00,London Kings Cross,Liverpool Lime Street,22:30:00,22:30:00,On Time,No delay,0,16030,Weekend
London St Pancras to Birmingham New Street,4/7/2024,20:15:00,London St Pancras,Birmingham New Street,21:35:00,21:35:00,On Time,No delay,0,16031,Weekend
London Paddington to Reading,4/7/2024,20:15:00,London Paddington,Reading,21:15:00,21:15:00,On Time,No delay,0,16032,Weekend
London Euston to Birmingham New Street,4/8/2024,17:45:00,London Euston,Birmingham New Street,19:05:00,19:05:00,On Time,No delay,0,16033,Weekday
London St Pancras to Birmingham New Street,4/8/2024,17:45:00,London St Pancras,Birmingham New Street,19:05:00,19:05:00,On Time,No delay,0,16034,Weekday
Manchester Piccadilly to Liverpool Lime Street,4/8/2024,18:45:00,Manchester Piccadilly,Liverpool Lime Street,19:15:00,19:15:00,On Time,No delay,0,16035,Weekday
London St Pancras to Leicester,4/8/2024,18:45:00,London St Pancras,Leicester,19:45:00,,Cancelled,Technical Issue,,16036,Weekday
Manchester Piccadilly to Liverpool Lime Street,4/8/2024,17:45:00,Manchester Piccadilly,Liverpool Lime Street,18:15:00,18:15:00,On Time,No delay,0,16037,Weekday
London Paddington to Reading,4/8/2024,18:00:00,London Paddington,Reading,19:00:00,19:00:00,On Time,No delay,0,16038,Weekday
London St Pancras to Birmingham New Street,4/8/2024,18:15:00,London St Pancras,Birmingham New Street,19:35:00,19:35:00,On Time,No delay,0,16039,Weekday
Liverpool Lime Street to Manchester Piccadilly,4/7/2024,21:30:00,Liverpool Lime Street,Manchester Piccadilly,22:00:00,22:00:00,On Time,No delay,0,16040,Weekend
Birmingham New Street to York,4/8/2024,18:30:00,Birmingham New Street,York,20:15:00,20:15:00,On Time,No delay,0,16041,Weekday
Liverpool Lime Street to London Euston,4/8/2024,18:30:00,Liverpool Lime Street,London Euston,20:45:00,20:45:00,On Time,No delay,0,16042,Weekday
Liverpool Lime Street to Crewe,4/8/2024,18:45:00,Liverpool Lime Street,Crewe,19:20:00,19:20:00,On Time,No delay,0,16043,Weekday
London St Pancras to Birmingham New Street,4/8/2024,18:45:00,London St Pancras,Birmingham New Street,20:05:00,,Cancelled,Traffic,,16044,Weekday
London Kings Cross to York,4/8/2024,17:45:00,London Kings Cross,York,19:35:00,19:35:00,On Time,No delay,0,16045,Weekday
London Euston to Birmingham New Street,4/7/2024,21:45:00,London Euston,Birmingham New Street,23:05:00,23:05:00,On Time,No delay,0,16046,Weekend
Reading to Didcot,4/8/2024,18:45:00,Reading,Didcot,19:00:00,19:00:00,On Time,No delay,0,16047,Weekday
Reading to Swindon,4/8/2024,17:45:00,Reading,Swindon,18:30:00,18:30:00,On Time,No delay,0,16048,Weekday
London St Pancras to Birmingham New Street,4/7/2024,22:00:00,London St Pancras,Birmingham New Street,23:20:00,23:20:00,On Time,No delay,0,16049,Weekend
London Euston to Birmingham New Street,4/7/2024,22:15:00,London Euston,Birmingham New Street,23:35:00,23:35:00,On Time,No delay,0,16050,Weekend
Liverpool Lime Street to Manchester Piccadilly,4/8/2024,19:45:00,Liverpool Lime Street,Manchester Piccadilly,20:15:00,20:15:00,On Time,No delay,0,16051,Weekday
London Paddington to Reading,4/8/2024,20:15:00,London Paddington,Reading,21:15:00,21:15:00,On Time,No delay,0,16052,Weekday
Liverpool Lime Street to Manchester Piccadilly,4/8/2024,20:15:00,Liverpool Lime Street,Manchester Piccadilly,20:45:00,20:45:00,On Time,No delay,0,16053,Weekday
London Euston to Manchester Piccadilly,4/8/2024,20:15:00,London Euston,Manchester Piccadilly,22:05:00,22:05:00,On Time,No delay,0,16054,Weekday
Manchester Piccadilly to Liverpool Lime Street,4/8/2024,0:00:00,Manchester Piccadilly,Liverpool Lime Street,0:30:00,0:30:00,On Time,No delay,0,16055,Weekday
Liverpool Lime Street to Manchester Piccadilly,4/8/2024,21:30:00,Liverpool Lime Street,Manchester Piccadilly,22:00:00,22:00:00,On Time,No delay,0,16056,Weekday
London St Pancras to Birmingham New Street,4/8/2024,0:30:00,London St Pancras,Birmingham New Street,1:50:00,1:50:00,On Time,No delay,0,16057,Weekday
London Euston to Birmingham New Street,4/8/2024,22:00:00,London Euston,Birmingham New Street,23:20:00,23:20:00,On Time,No delay,0,16058,Weekday
London Kings Cross to York,4/8/2024,22:15:00,London Kings Cross,York,0:05:00,0:05:00,On Time,No delay,0,16059,Weekday
Birmingham New Street to Liverpool Lime Street,4/8/2024,22:15:00,Birmingham New Street,Liverpool Lime Street,23:45:00,23:45:00,On Time,No delay,0,16060,Weekday
Oxford to Bristol Temple Meads,4/9/2024,22:30:00,Oxford,Bristol Temple Meads,23:45:00,23:45:00,On Time,No delay,0,16061,Weekday
London Paddington to Reading,4/8/2024,1:30:00,London Paddington,Reading,2:30:00,2:30:00,On Time,No delay,0,16062,Weekday
London St Pancras to Birmingham New Street,4/8/2024,1:45:00,London St Pancras,Birmingham New Street,3:05:00,3:05:00,On Time,No delay,0,16063,Weekday
Oxford to Bristol Temple Meads,4/8/2024,1:45:00,Oxford,Bristol Temple Meads,3:00:00,3:00:00,On Time,No delay,0,16064,Weekday
Liverpool Lime Street to London Euston,4/8/2024,1:45:00,Liverpool Lime Street,London Euston,4:00:00,4:00:00,On Time,No delay,0,16065,Weekday
London St Pancras to Birmingham New Street,4/8/2024,2:00:00,London St Pancras,Birmingham New Street,3:20:00,3:20:00,On Time,No delay,0,16066,Weekday
Liverpool Lime Street to Manchester Piccadilly,4/8/2024,2:00:00,Liverpool Lime Street,Manchester Piccadilly,2:30:00,2:30:00,On Time,No delay,0,16067,Weekday
Manchester Piccadilly to London Paddington,4/8/2024,2:00:00,Manchester Piccadilly,London Paddington,4:15:00,4:15:00,On Time,No delay,0,16068,Weekday
Liverpool Lime Street to Manchester Piccadilly,4/8/2024,23:00:00,Liverpool Lime Street,Manchester Piccadilly,23:30:00,23:30:00,On Time,No delay,0,16069,Weekday
London St Pancras to Birmingham New Street,4/9/2024,23:30:00,London St Pancras,Birmingham New Street,0:50:00,0:50:00,On Time,No delay,0,16070,Weekday
London St Pancras to Birmingham New Street,4/8/2024,23:30:00,London St Pancras,Birmingham New Street,0:50:00,0:50:00,On Time,No delay,0,16071,Weekday
Manchester Piccadilly to London Paddington,4/9/2024,23:45:00,Manchester Piccadilly,London Paddington,2:00:00,,Cancelled,Weather Conditions,,16072,Weekday
York to Durham,4/9/2024,23:45:00,York,Durham,0:35:00,0:35:00,On Time,No delay,0,16073,Weekday
Liverpool Lime Street to Manchester Piccadilly,4/9/2024,0:00:00,Liverpool Lime Street,Manchester Piccadilly,0:30:00,0:30:00,On Time,No delay,0,16074,Weekday
London St Pancras to Birmingham New Street,4/9/2024,0:00:00,London St Pancras,Birmingham New Street,1:20:00,1:20:00,On Time,No delay,0,16075,Weekday
Birmingham New Street to Liverpool Lime Street,4/9/2024,0:00:00,Birmingham New Street,Liverpool Lime Street,1:30:00,1:30:00,On Time,No delay,0,16076,Weekday
Liverpool Lime Street to Manchester Piccadilly,4/9/2024,0:15:00,Liverpool Lime Street,Manchester Piccadilly,0:45:00,0:45:00,On Time,No delay,0,16077,Weekday
London Kings Cross to York,4/9/2024,0:30:00,London Kings Cross,York,2:20:00,2:20:00,On Time,No delay,0,16078,Weekday
London Euston to Birmingham New Street,4/8/2024,4:15:00,London Euston,Birmingham New Street,5:35:00,5:35:00,On Time,No delay,0,16079,Weekday
Liverpool Lime Street to Manchester Piccadilly,4/8/2024,4:15:00,Liverpool Lime Street,Manchester Piccadilly,4:45:00,4:45:00,On Time,No delay,0,16080,Weekday
